IPv4 Address,#VALUE!,Device,DNS Name,MAC Address,Function,Operating System,Vendor and Model,DHCP Device Class,NIC Vendor,NIC Vendor Value,Network Function,OS Fingerprint,Windows Version
10.3.0.11,010.003.000.011,10.3.0.11,0,00c0f21f5704,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,Sony Ericsson U8i Vivaz mobile phone or D-Link DCS-3220 webcam or Cisco IP Phone 7941 or Cisco IP Phone 7942G or Cisco IP Phone 7961G or Crestron MPC-M5 AV controller or D-Link DCS-3220 or DCS-5300G webcam or Efficient Networks SpeedStream 5100 ADSL router or Hioki MEMORY HiCORDER 8855 digital oscilloscope or Tomato 1.28 (Linux 2.4.20),0
10.3.1.1,010.003.001.001,10.3.1.1,0,00e0d816ef59,"[Information Technology, Networking]",[Unknown],[Lanbit],0,"lanbit computer, inc.","LANBIT COMPUTER, INC.",Network Device,23/tcp ConnectUPS Web/SNMP Card telnetd 4.34 ;80/tcp UPS_Server httpd 1.0 Powerware ConnectUPS WEB/SNMP Card http config;22/tcp USHA SSH 0.1 protocol 1.99,0
10.3.1.10,010.003.001.010,10.3.1.10,0,0080a39c1b72,"[Information Technology, Networking, Protocol Converter, Serial-to-IP Converter]",[Unknown],"[Lantronix, Lantronix Serial Device Server]",0,lantronix,LANTRONIX,0,Lantronix XPort embedded Ethernet device server;80/tcp Lantronix XPort embedded ethernet http config  ,0
10.3.1.11,010.003.001.011,10.3.1.11,0,1.29948E+15,"[Information Technology, Computer]",[Linux],[DFI],0,dfi inc.,DFI INC.,Linux Desktop/Server,22/tcp OpenSSH 7.2p2 Ubuntu 4ubuntu2.4 Ubuntu Linux; protocol 2.0,0
10.3.1.12,010.003.001.012,10.3.1.12,0,00012992eff7,"[Information Technology, Computer]",[Linux],[DFI],0,dfi inc.,DFI INC.,Linux Desktop/Server,22/tcp OpenSSH 7.2p2 Ubuntu 4ubuntu2.4 Ubuntu Linux; protocol 2.0,0
10.3.2.3,010.003.002.003,10.3.2.3,0,0080a3627d68,"[Information Technology, Networking]",[Unknown],[Lantronix],0,lantronix,LANTRONIX,0,Lantronix ETS4P print server or Lantronix MSSLite device server or Lantronix MSS100 print server or Lantronix ETS32Pr or LRS16 terminal server or Lantronix MPS1 print server or Bay Networks BayStack 450 switch (software version 4.2.0.16);21/tcp Lantronix MPS100 ftpd 1.1 ,0
10.3.2.5,010.003.002.005,CSTDOCK2.scspa.local,CSTDOCK2.scspa.local,0080a3617a0a,[Information Technology],[Unknown],[Lantronix],0,lantronix,LANTRONIX,Printer,Lantronix MSSLite device server;21/tcp Lantronix MPS100 ftpd 1.1 ;80/tcp Gordian httpd 1.0 Lantronix ThinWeb Manager 1.0 http config,0
10.3.2.9,010.003.002.009,10.3.2.9,0,9c934eb6eab3,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.6.32 - 3.10 or Linux 3.4 - 3.10,0
10.3.2.28,010.003.002.028,10.3.2.28,0,9caed3b76993,"[Information Technology, Computer]",[Linux],[Epson],0,seiko epson corporation,SEIKO EPSON CORPORATION,Linux Desktop/Server,Linux 2.4-2.6;Linux 2.6.x,0
10.3.2.80,010.003.002.080,CSTHEAVY.scspa.local,CSTHEAVY.scspa.local,9c934e1d0761,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6;Linux 2.6.x,0
10.3.2.82,010.003.002.082,CSTMANDH.scspa.local,CSTMANDH.scspa.local,9c934e026ab8,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6;Linux 2.6.x,0
10.3.2.83,010.003.002.083,10.3.2.83,0,9c934e15114e,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6;Linux 2.6.x,0
10.3.3.101,010.003.003.101,10.3.3.101,0,0090e84f3d9b,"[Information Technology, Networking]",[Unknown],[Moxa],0,"moxa technologies corp., ltd.","MOXA TECHNOLOGIES CORP., LTD.",Network Device,MOXA NPort 5110 serial device server or MOXA Ethernet-to-serial bridge or MOXA NPort Express 2.5 or MOXA NPort 5210 serial device server or MOXA NPort Express DE-211 serial device server,0
10.3.3.102,010.003.003.102,10.3.3.102,0,00245902eb37,[Operational Technology],[Unknown],[ABB],0,abb automation products gmbh,ABB AUTOMATION PRODUCTS GMBH,0,Possibly 2N Helios IP VoIP doorbell or British Gas GS-Z3 data logger or Espressif WiFi system-on-a-chip or Grandstream GXP1105 VoIP phone or LaSAT satellite receiver or lwIP 1.4.0 lightweight TCP/IP stack or Milight WiFi Receiver bridge or NodeMCU firmware (lwIP stack) or Philips Hue Bridge (lwIP stack v1.4.0) or Philips Hue Bridge (lwIP stack),0
10.3.10.1,010.003.010.001,10.3.10.1,0,0010409f62da,[Information Technology],[Unknown],"[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,0,0,0
10.3.10.2,010.003.010.002,10.3.10.2,0,0010409f62d8,[Information Technology],[Unknown],"[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,0,0,0
10.3.10.4,010.003.010.004,10.3.10.4,0,0010409f62db,[Information Technology],[Unknown],"[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,0,0,0
10.3.10.8,010.003.010.008,CN7027521642082,0,0010409f62d9,[Information Technology],[Unknown],"[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,0,0,0
10.3.10.9,010.003.010.009,A-CST115-01.scspa.local,A-CST115-01.scspa.local,20a6cdc1bbc6,[Unknown],[Unknown],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,0,0,0
10.3.10.10,010.003.010.010,A-CST186-01.scspa.local,A-CST186-01.scspa.local,9c1c12cbc24e,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.3.10.23,010.003.010.023,A-CST103-01.scspa.local,A-CST103-01.scspa.local,9c1c12cbb856,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.3.10.26,010.003.010.026,A-CST145-02.scspa.local,A-CST145-02.scspa.local,808db7c7a744,[Unknown],[Unknown],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,0,0,0
10.3.10.36,010.003.010.036,10.3.10.36,0,28f10e3374b5,"[Information Technology, Computer]",[Windows],[Dell],0,dell inc.,DELL INC.,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.3.10.37,010.003.010.037,A-CST145-01.scspa.local,A-CST145-01.scspa.local,20a6cdc1bc4a,[Unknown],[Unknown],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,0,0,0
10.3.11.1,010.003.011.001,10.3.11.1,0,000babb9cb5e,"[Information Technology, Computer]",[Windows],[Advantech],0,"advantech technology (china) co., ltd.","ADVANTECH TECHNOLOGY (CHINA) CO., LTD.",Windows Machine,80/tcp Microsoft IIS httpd 7.5 ;135/tcp Microsoft Windows RPC  ;5900/tcp RealVNC Enterprise  protocol 4.1,0
10.3.11.16,010.003.011.016,10.3.11.16,0,20c6eb088808,[Unknown],[Unknown],[Panasonic],0,panasonic corporation avc networks company,PANASONIC CORPORATION AVC NETWORKS COMPANY,0,0,0
10.4.0.20,010.004.000.020,10.4.0.20,0,00c0f249e1fc,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.0.21,010.004.000.021,10.4.0.21,0,00c0f24ce6aa,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.0.22,010.004.000.022,10.4.0.22,0,00c0f24ce6bc,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.0.40,010.004.000.040,10.4.0.40,0,00c0f24dc245,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.0.101,010.004.000.101,10.4.0.101,0,00c0f247f5c6,"[Information Technology, Networking, Router or Switch]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Generic Switch,"Generic Switch Managed Hardened PoE+ Switch, (4) 10/100/1000Base-T PoE+ Ports + (2) 10/100/1000Base-T Ports + (2) 100/1000Base-X SFP Ports",0
10.4.0.102,010.004.000.102,10.4.0.102,0,00c0f247f5fc,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.0.103,010.004.000.103,10.4.0.103,0,00c0f249e493,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.0.104,010.004.000.104,10.4.0.104,0,00c0f249e479,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,Network Device,"HP ProCurve 1810G, ZyXEL GS1910, or FibroLAN switch (eCos 3.0)",0
10.4.1.5,010.004.001.005,10.4.1.5,0,00e0d811bbc5,"[Information Technology, Networking]",[Unknown],[Lanbit],0,"lanbit computer, inc.","LANBIT COMPUTER, INC.",Network Device,80/tcp UPS_Server httpd 1.0 Powerware ConnectUPS WEB/SNMP Card http config;23/tcp ConnectUPS Web/SNMP Card telnetd  ;22/tcp USHA SSH 0.1 protocol 1.99,0
10.4.1.9,010.004.001.009,10.4.1.9,0,001985e08819,"[Operational Technology, Facilities, Building Automation, Environment Monitoring]",[Unknown],[ITWatchDogs],0,"it watchdogs, inc","IT WATCHDOGS, INC",Printer,ITW WeatherGoose II environmental monitor or Topfield TF6000PVR set top box or TP-LINK TL-PS110U or TL-WPS4510U print server or TP-LINK TL-PS110U print server or Lyngsoe Systems RFID reader or lwIP 1.1.0 lightweight TCP/IP stack or Tandberg TT 1122 video receiver or Yamaha RX-V2065 audio/video receiver or AVtech digital video recorder or Sony PlayStation 2 game console,0
10.4.1.12,010.004.001.012,10.4.1.12,0,00210e01df8b,"[Information Technology, Computer]",[Linux],[Unknown],0,orpak systems l.t.d.,ORPAK SYSTEMS L.T.D.,Linux Desktop/Server,Linux 2.6.9 - 2.6.33,0
10.4.2.10,010.004.002.010,10.4.2.10,0,9c934e1d0bb6,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6,0
10.4.2.14,010.004.002.014,10.4.2.14,0,9c934e024197,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6,0
10.4.2.28,010.004.002.028,10.4.2.28,0,9c934e0408c8,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6,0
10.4.2.29,010.004.002.029,10.4.2.29,0,9c934e0247c0,"[Information Technology, Accessory, Printer]",[Linux],"[Xerox, Xerox Printer]",0,xerox corporation,XEROX CORPORATION,Linux Desktop/Server,Linux 2.4-2.6;Linux 2.6.x,0
10.4.2.55,010.004.002.055,10.4.2.55,0,b4b6867dfb58,"[Information Technology, Accessory, Printer]",[VxWorks],"[HP, HP Printer]",0,hewlett packard,HEWLETT PACKARD,0,"HP LaserJet M451dn, CM1415fnw, or CP4525;80/tcp gSOAP soap 2.7 ",0
10.4.2.71,010.004.002.071,10.4.2.71,0,00104034c543,"[Information Technology, Accessory, Printer]","[Unix, FreeBSD]","[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,Printer,Intermec Easycoder thermal printer or OpenBSD 4.2 or FreeBSD 7.2-RELEASE or Sony Playstation 4 or OpenBSD 4.9 - 5.4 or OpenBSD 3.9 - 4.4 or OpenBSD 4.3 or OpenBSD 5.4 or FreeBSD 7.0-CURRENT or FreeBSD 6.3-PRERELEASE;80/tcp Intermec P4i label printer http config  ;21/tcp Intermec PM4i printer ftpd 1961 ,0
10.4.2.72,010.004.002.072,10.4.2.72,0,0010401c71f3,"[Information Technology, Accessory, Printer]",[Unknown],"[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,Printer,Possibly Intermec PM4i label printer,0
10.4.2.73,010.004.002.073,10.4.2.73,0,00104067daf1,"[Information Technology, Accessory, Printer]","[Unix, FreeBSD]","[Honeywell, Intermec]",0,intermec corporation,INTERMEC CORPORATION,Printer,Intermec Easycoder thermal printer or OpenBSD 3.9 - 4.4 or FreeBSD 7.2-RELEASE or Sony Playstation 4 or FreeBSD 7.0-CURRENT or OpenBSD 4.9 - 5.4 or OpenBSD 4.3 or OpenBSD 4.2 or OpenBSD 5.4;80/tcp Intermec P4i label printer http config  ;21/tcp Intermec PM4i printer ftpd 1999 ,0
10.4.2.75,010.004.002.075,BRN3C2AF41CA2A9,0,3c2af41ca2a9,"[Information Technology, Accessory, Printer]",[Unknown],[Brother],0,"brother industries, ltd.","BROTHER INDUSTRIES, LTD.",Printer,21/tcp Brother/HP printer ftpd 1.13 ;80/tcp Debut embedded httpd 1.20 Brother/HP printer http admin;23/tcp Brother/HP printer telnetd  ,0
10.4.2.174,010.004.002.174,10.4.2.174,0,30cda79311da,"[Information Technology, Accessory, Printer]",[Unknown],"[Samsung, Samsung Printer]",0,"samsung electronics co.,ltd","SAMSUNG ELECTRONICS CO.,LTD",0,Samsung M267x or M283x series printer,0
10.4.3.4,010.004.003.004,vsnct01.scspa.local,vsnct01.scspa.local,00265582a634,"[Information Technology, Computer]",[Linux],[HP],0,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,0
10.4.3.13,010.004.003.013,vsnct.scspa.local,vsnct.scspa.local,d48564439498,"[Information Technology, Computer]",[Linux],[HP],0,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,80/tcp VMware ESXi Server httpd  ;22/tcp OpenSSH 5.6 protocol 2.0,0
10.4.3.21,010.004.003.021,10.4.3.21,0,0090e84ebe42,"[Information Technology, Networking]",[Unknown],"[Moxa, Moxa Ethernet-to-Serial Bridge]",0,"moxa technologies corp., ltd.","MOXA TECHNOLOGIES CORP., LTD.",Network Device,MOXA Ethernet-to-serial bridge,0
10.4.3.120,010.004.003.120,10.4.3.120,0,0080a3d4fd7b,"[Information Technology, Networking, Protocol Converter, Serial-to-IP Converter]",[Unknown],"[Lantronix, Lantronix Serial Device Server]",0,lantronix,LANTRONIX,Network Device,Lantronix XPort embedded Ethernet device server;80/tcp Lantronix XPort embedded ethernet http config  ,0
10.4.3.160,010.004.003.160,10.4.3.160,0,5056805284,"[Information Technology, Computer]","[Linux, Ubuntu]","[VMware, VMware Virtual Machine]",0,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux Desktop/Server,0
10.4.3.161,010.004.003.161,10.4.3.161,0,005056a0b97d,"[Information Technology, Computer]","[Linux, Ubuntu]","[VMware, VMware Virtual Machine]",0,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux Desktop/Server,0
10.4.4.4,010.004.004.004,10.4.4.4,0,0026557eefe8,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,80/tcp HP Integrated Lights-Out http config  ;22/tcp HP Integrated Lights-Out mpSSH 0.1.3 protocol 2.0,0
10.4.4.6,010.004.004.006,10.4.4.6,0,00265585da4e,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,80/tcp HP Integrated Lights-Out http config  ;22/tcp HP Integrated Lights-Out mpSSH 0.1.0 protocol 2.0,0
10.4.4.10,010.004.004.010,10.4.4.10,0,0080a3bf1716,"[Information Technology, Networking, Protocol Converter, Serial-to-IP Converter]",[Unknown],"[Lantronix, Lantronix Serial Device Server]",0,lantronix,LANTRONIX,0,Lantronix XPort embedded Ethernet device server;80/tcp Lantronix XPort embedded ethernet http config  ,0
10.4.4.13,010.004.004.013,10.4.4.13,0,d485644d04c4,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,80/tcp Allegro RomPager 4.62 ;22/tcp AllegroSoft RomSShell sshd 4.62 protocol 2.0,0
10.4.4.55,010.004.004.055,10.4.4.55,0,00237da1c260,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,80/tcp HP Integrated Lights-Out http config  ;22/tcp HP Integrated Lights-Out mpSSH 0.1.0 protocol 2.0,0
10.4.10.1,010.004.010.001,A-NCT584-02.scspa.local,A-NCT584-02.scspa.local,7c573cc90106,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.2,010.004.010.002,10.4.10.2,0,0,"[Information Technology, Computer]",[Windows],[Unknown],0,Unknown Vendor,Unknown Vendor,Windows Machine,Windows Machine,0
10.4.10.4,010.004.010.004,A-NCT512-02.scspa.local,A-NCT512-02.scspa.local,7c573cc900bc,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.5,010.004.010.005,Seafarers-303H.scspa.local,Seafarers-303H.scspa.local,204c0320cf8c,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.8,010.004.010.008,A-NCT584-04.scspa.local,A-NCT584-04.scspa.local,7c573cc90eee,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.10,010.004.010.010,A-NCT512-01.scspa.local,A-NCT512-01.scspa.local,9c1c12cbba74,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.15,010.004.010.015,A-NCT584-01.scspa.local,A-NCT584-01.scspa.local,808db7c79a12,[Unknown],[Unknown],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,0,0,0
10.4.10.16,010.004.010.016,A-NCT584-03.scspa.local,A-NCT584-03.scspa.local,7c573cc90bbe,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.20,010.004.010.020,fabb8821.scspa.local,fabb8821.scspa.local,000babbb8821,"[Information Technology, Computer]",[Linux],[Advantech],0,"advantech technology (china) co., ltd.","ADVANTECH TECHNOLOGY (CHINA) CO., LTD.",Linux Desktop/Server,22/tcp OpenSSH 6.7p1 Debian 5+deb8u3 protocol 2.0,0
10.4.10.24,010.004.010.024,A-NCT512-03.scspa.local,A-NCT512-03.scspa.local,7c573cc91a30,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.41,010.004.010.041,A-NCT587-TEMP.scspa.local,A-NCT587-TEMP.scspa.local,20a6cdc331f0,[Unknown],[Unknown],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,0,0,0
10.4.10.123,010.004.010.123,A-NCT511-01.scspa.local,A-NCT511-01.scspa.local,9c1c12cbbeca,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.10.136,010.004.010.136,A-NCT555-01.scspa.local,A-NCT555-01.scspa.local,9c1c12cbc41e,"[Information Technology, Networking]",[Unknown],"[HPE, Aruba]",0,"aruba, a hewlett packard enterprise company","ARUBA, A HEWLETT PACKARD ENTERPRISE COMPANY",0,0,0
10.4.34.103,010.004.034.103,cam-nct-ptz.scspa.local,cam-nct-ptz.scspa.local,accc8e6f2f75,"[Operational Technology, Facilities, Physical Security, Surveillance, IP Camera]",[Linux],"[Axis, Axis Network Camera]",0,axis communications ab,0,Linux Desktop/Server,Linux 3.2 - 4.0,0
10.4.34.123,010.004.034.123,cam-nct-q.scspa.local,cam-nct-q.scspa.local,accc8e615184,"[Operational Technology, Facilities, Physical Security, Surveillance, IP Camera]",[Linux],"[Axis, Axis Network Camera]",0,axis communications ab,0,Linux Desktop/Server,Linux 3.2 - 4.0,0
10.4.35.105,010.004.035.105,10.4.35.105,0,00c0174306d4,"[Information Technology, Computer]",[Linux],[Netscout Systems],0,netally,NETALLY,Linux Desktop/Server,Linux 2.6.18 - 2.6.31,0
10.4.50.15,010.004.050.015,WORKGROUP\\APSOCRIB01NCT,0,40a8f0347360,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard,HEWLETT PACKARD,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.4.50.16,010.004.050.016,10.4.50.16,0,3863bb37bd60,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.17,010.004.050.017,WORKGROUP\\APSOCRIB02NCT,0,40a8f03274c4,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard,HEWLETT PACKARD,Windows Machine,Windows Machine,0
10.4.50.18,010.004.050.018,10.4.50.18,0,1458d05e8482,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.19,010.004.050.019,WORKGROUP\\APSOCROB01NCT,0,40a8f034a524,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard,HEWLETT PACKARD,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.4.50.20,010.004.050.020,10.4.50.20,0,fc15b4253cce,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.21,010.004.050.021,WORKGROUP\\APSOCROB02NCT,0,40a8f03482ac,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard,0,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.4.50.22,010.004.050.022,10.4.50.22,0,fc15b4253cea,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.23,010.004.050.023,WORKGROUP\\APSOCRML01NCT,0,40a8f033f2b8,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard,HEWLETT PACKARD,Windows Machine,80/tcp Microsoft IIS httpd 7.5 ;135/tcp Microsoft Windows RPC  ,0
10.4.50.24,010.004.050.024,10.4.50.24,0,3863bb373e64,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.25,010.004.050.025,WORKGROUP\\APSOCRML02NCT,0,40a8f0341594,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard,HEWLETT PACKARD,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.4.50.26,010.004.050.026,10.4.50.26,0,1458d05e54e4,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard,HEWLETT PACKARD,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.27,010.004.050.027,WORKGROUP\\APSOCRML03NCT,0,70106f4edad2,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.4.50.28,010.004.050.028,10.4.50.28,0,70106f4edad5,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.29,010.004.050.029,WORKGROUP\\APSOCRML04NCT,0,70106f4edac2,"[Information Technology, Computer]",[Windows],[HP],0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,Windows Machine,135/tcp Microsoft Windows RPC  ,0
10.4.50.30,010.004.050.030,10.4.50.30,0,70106f4edac5,"[Information Technology, Accessory, Out Of Band Controller]",[Unknown],"[HP, HP Integrated Lights Out]",0,hewlett packard enterprise,HEWLETT PACKARD ENTERPRISE,Network Device,22/tcp HP Integrated Lights-Out mpSSH 0.2.1 protocol 2.0;80/tcp HP Integrated Lights-Out web interface 1.30 ,0
10.4.50.31,010.004.050.031,WORKGROUP\\APSKSKIG01NCT,nctib01.scspa.local,000babb388ae,"[Information Technology, Computer]",[Windows],[Advantech],0,"advantech technology (china) co., ltd.",0,Windows Machine,135/tcp Microsoft Windows RPC  ;5900/tcp VNC  protocol 3.8,0
10.4.50.32,010.004.050.032,nctib01_switch.scspa.local,nctib01_switch.scspa.local,00c0f21f6157,"[Information Technology, Networking]",[Unknown],[Transition Networks],0,transition networks,TRANSITION NETWORKS,0,0,0
10.4.50.33,010.004.050.033,nctib01-printer.scspa.local,nctib01-printer.scspa.local,000ee20cbe67,"[Information Technology, Accessory, Printer]",[Unknown],[Unknown],0,custom engineering,CUSTOM ENGINEERING,0,Possibly Palmmicro AR1688 VoIP module or BinTec Brick-XM router or Funkwerk bintec R3000 router or BinTec BinGO! ISDN router or BinTec R3400 WAP or BinTec X4000 access router or Funkwerk Artem WI3040 WAP or Asus WL-500gP wireless broadband router or AXIS 5550 print server or Microsoft Windows 2000 SP4,0
